sentence,outlet,topic,type,Label_bias,Label_opinion,biased_words
"By any sensible measure, the Trump administration is among the worst ever seen for respecting, valuing, and following science.",msnbc,environment,left,Biased,Expresses writer’s opinion,['worst' 'ever' 'sensible']
"The travel ban would not have prevented the country’s deadliest terrorist attacks in recent years, which were committed by right-wing Americans, not immigrants: the anti-immigrant extremist who killed 22 shoppers at a store in El Paso; the white supremacist who killed 17 students and teachers at a school in Parkland, Florida; or the anti-Semite who killed 11 worshipers at a synagogue in Pittsburgh.",alternet,immigration,left,Biased,Somewhat factual but also opinionated,['extremist' 'anti-Semite' 'white' 'supremacist' 'right-wing']
"While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance, the important thing to remember is that Venezuela under its new constitution has become a disaster zone.",breitbart,environment,right,Biased,Expresses writer’s opinion,['disaster' 'zone']
"Gov. Tate Reeves, who has worked for years to limit and end abortion in Mississippi, promised to take action against the state's lone abortion clinic if it continues to provide abortions during the coronavirus pandemic.",usa-today,abortion,center,Non-biased,Entirely factual,['']
"A federal judge dismissed the United States women’s soccer team’s bid for equal pay on Friday, rejecting claims the players had been underpaid in a crushing defeat for the reigning world champions.",breitbart,sport,right,Non-biased,No agreement,['crushing']
"When a figurehead like Trump repeats the myth that vaccines cause autism, as he did during the presidential debates, many parents may choose not to vaccinate, putting children at unnecessary risk.",alternet,vaccines,left,Non-biased,Entirely factual,['']
"The government wants to usurp parents, any chance they get. What consequences does this have in the lives of American families?",federalist,vaccines,right,Biased,Expresses writer’s opinion,['usurp']
"An investigative journalist whose exposés on the deep-rooted corruption in African soccer led to the downfall of a member of the high-powered FIFA Council was shot dead Wednesday, months after a Ghana politician called for retribution against him.",fox-news,sport,right,Non-biased,Entirely factual,['']
"Americans are carrying $1.57 trillion in outstanding student loan debt, more than what they owe on their credit cards.",usa-today,student-debt,center,Non-biased,Entirely factual,['']
A solid majority of student loan borrowers in a recent survey said they would trade their 2020 vote for debt forgiveness.,breitbart,student-debt,right,Non-biased,Entirely factual,['']
ESPN announced Tuesday that it would be moving the premiere of its highly anticipated documentary about Michael Jordan's last championship season with the Chicago Bulls to April and fans who have been starved for content after professional sport teams suspended their seasons because of the coronavirus outbreak are rejoicing at the news.,msnbc,sport,left,Non-biased,Somewhat factual but also opinionated,['highly' 'anticipated' 'starved' 'rejoicing']
"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections.",breitbart,elections-2020,right,Biased,No agreement,['create' 'loopholes' 'cram']
"For the first time since the enactment of the Refugee Act in 1980, people who come to the U.S. saying they fear persecution in their home countries are being turned away by Border Patrol agents with no chance to make a legal case for asylum.",alternet,immigration,left,Non-biased,Entirely factual,['no' 'chance']
"Amid closed restaurants, quiet office buildings and canceled sporting events, the new normal has had its fair share of environmental effects, with some areas in the U.S. reporting significant improvements in air quality.",usa-today,environment,center,Non-biased,Entirely factual,['']
"The United States will expand the scope of a program that returns non-Mexican migrants crossing Mexico’s border to that country to await their U.S. court hearings, the Department of Homeland Security said on Thursday.",reuters,immigration,center,Non-biased,Entirely factual,['']
"That’s because while these problems have been centuries in the making from slavery to Jim Crow to Ferguson and beyond, Donald Trump’s particular failings as a person and a candidate are fanning the flames of the crisis.",alternet,elections-2020,left,Biased,Expresses writer’s opinion,['the' 'flames' 'failings' 'fanning' 'as' 'a' 'person']
"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.",huffpost,elections-2020,left,Biased,Somewhat factual but also opinionated,['massive' 'alarming' 'Americans' 'angry']
"Procter and Gamble, a major sponsor of the US Women’s National Soccer team, has backed the players in their fight for equal pay, with a public donation of $529,000.",msnbc,sport,left,Non-biased,Entirely factual,['']
"Opposition to immunizations was once largely limited to online bullying, but now opponents are increasingly taking their harassment tactics into the real world: aggressively following legislators and doctors and, in some cases, using physical violence.",msnbc,vaccines,left,Non-biased,No agreement,['aggressively' 'harassment']
The positive test for a banned substance comes as a major embarrassment to Australian swimming given the headline-grabbing podium protest that 400 freestyle silver medalist Mack Horton made on Sunday over Sun Yang’s participation at the worlds.,reuters,sport,center,Non-biased,Somewhat factual but also opinionated,['']
